,step,avg_return,std_return
79,380000,-501216.09375,1024590.625
80,381000,-601385.8125,799846.125
81,382000,-602296.1875,800577.3125
82,383000,-901186.3125,700143.5
83,384000,-201066.09375,1249366.125
84,385000,-301494.5,1100373.625
85,386000,-801057.375,1248939.0
86,387000,-301216.09375,1100360.375
87,388000,-501354.40625,1024853.5625
88,389000,-401165.59375,1200094.375
89,390000,-801046.0,599951.875
90,391000,-300855.09375,1099658.875
91,392000,-501766.1875,1025208.5
92,393000,-401725.90625,916842.375
93,394000,299295.6875,1100239.625
94,395000,-601684.625,799945.875
95,396000,198464.703125,1249551.875
96,397000,-701294.875,899479.8125
97,398000,-101135.796875,1136122.75
98,399000,-501517.0,1025418.375
99,400000,-1001136.3125,733.2657470703125
100,401000,-901176.5,699971.0
101,402000,-801564.625,600091.625
102,403000,98884.296875,1374614.75
103,404000,-100836.1015625,1136008.0
104,405000,-301406.09375,1099208.125
105,406000,-602264.8125,800586.3125
106,407000,798904.0,1249440.25
107,408000,-501704.1875,1024709.8125
108,409000,-500656.09375,1284656.75
109,410000,-801805.125,979658.8125
110,411000,98844.8984375,1374660.125
111,412000,-1001297.5,773655.125
112,413000,-601864.125,800111.0625
113,414000,-300745.8125,1099715.125
114,415000,-300895.0,1100499.75
115,416000,-101626.796875,1136000.625
116,417000,-701294.6875,1187519.25
117,418000,-801035.625,979745.6875
118,419000,-901085.125,1044529.6875
119,420000,-701096.1875,1186754.25
120,421000,-1495.5,1000641.5625
121,422000,-600735.0,1113514.0
122,423000,-301403.8125,1100389.875
123,424000,198644.703125,1249793.875
124,425000,499286.1875,1284779.25
125,426000,-301355.1875,1099867.875
126,427000,-300866.3125,1345258.375
127,428000,-801565.375,979986.4375
128,429000,-1100944.75,830466.5
129,430000,-501894.0,1025124.9375
130,431000,-301236.59375,1099681.75
131,432000,-101643.796875,1135259.125
132,433000,-501256.40625,1025019.5625
133,434000,-300844.1875,1100123.125
134,435000,-601416.6875,799534.9375
135,436000,-201013.703125,979894.6875
136,437000,-200966.09375,1248965.75
137,438000,-401186.0,916858.25
138,439000,297834.40625,1099211.875
139,440000,-200985.296875,1249617.5
140,441000,-901086.625,700100.5
141,442000,298745.8125,1100179.625
142,443000,-200826.0,1248947.75
143,444000,-701175.375,900392.9375
144,445000,-600955.1875,1113781.75
145,446000,-502154.59375,1025410.4375
146,447000,-601346.0,1113932.625
147,448000,-301376.09375,1346178.0
148,449000,-401516.59375,1199995.125
149,450000,-501255.1875,1360309.0
150,451000,-902696.0,700017.6875
151,452000,-1224.800048828125,999791.75
152,453000,-801024.875,980159.3125
153,454000,-401274.1875,916328.4375
154,455000,-901476.125,699870.4375
155,456000,-501046.5,1024624.25
156,457000,-801296.125,980123.5
157,458000,-201445.90625,980061.8125
158,459000,-101136.3984375,1374682.625
159,460000,-501146.3125,1024515.5
160,461000,-1001356.0,503.2134704589844
161,462000,-500665.5,1025041.6875
162,463000,-602296.375,800651.875
163,464000,-601135.0,799796.6875
164,465000,-201115.796875,1249222.25
165,466000,-101436.703125,1135558.625
166,467000,-501355.1875,1283713.5
167,468000,-501475.5,1284485.5
168,469000,-600925.1875,1113368.75
169,470000,-201122.796875,979942.25
170,471000,-1300705.125,457796.5
171,472000,398324.3125,1200511.75
172,473000,498585.59375,1284920.75
173,474000,-701466.0,899812.3125
174,475000,-501374.3125,1024842.875
175,476000,-401216.3125,1200494.375
176,477000,-701564.625,899458.8125
177,478000,-401323.6875,1199999.125
178,479000,-101994.5,1135667.25
179,480000,-1001686.375,774289.3125
180,481000,-101335.6015625,1375156.375
181,482000,-401073.6875,1200409.25
182,483000,-601876.875,799240.5
183,484000,-701536.125,900125.6875
184,485000,-502465.59375,1023969.1875
185,486000,-1375.0999755859375,1265472.5
186,487000,-1000946.8125,774340.4375
187,488000,-500976.1875,1024665.8125
188,489000,-401305.0,916501.4375
189,490000,-701376.375,900105.5625
190,491000,-100776.203125,1374824.25
191,492000,-701856.1875,899221.75
192,493000,-701035.625,899435.9375
193,494000,-201184.59375,979789.0625
194,495000,-800915.625,599940.875
195,496000,198794.90625,1249474.625
196,497000,-401333.90625,916760.5
197,498000,-401926.3125,1199959.25
198,499000,-601516.125,1114072.125
199,500000,-101556.1015625,1135891.125
200,501000,-101474.8984375,1136109.75
201,502000,-800915.8125,979311.3125
202,503000,-101195.796875,1135993.875
203,504000,-301026.5,1345490.625
204,505000,-801426.625,599813.25
205,506000,-501286.8125,1285110.875
206,507000,-1101466.25,942969.9375
207,508000,-201196.90625,1469770.625
208,509000,-601116.875,1113363.875
209,510000,-101295.0,1135967.25
210,511000,198644.0,1536445.375
211,512000,-201265.796875,1249052.75
212,513000,-502044.6875,1024711.0625
213,514000,-1576.5,1264738.125
214,515000,-100655.5,1374471.75
215,516000,98094.703125,1135077.875
216,517000,-101275.796875,1375414.75
217,518000,198493.796875,980320.25
218,519000,-401797.5,1427132.5
219,520000,-701375.5,899662.25
220,521000,-301805.90625,1099925.125
221,522000,-901007.0,699829.75
222,523000,-701365.1875,1187697.375
223,524000,-101293.703125,1135957.5
224,525000,-401517.1875,1200611.25
225,526000,-501675.5,1025251.8125
226,527000,-101224.796875,1136054.375
227,528000,-1001586.625,774107.875
228,529000,298244.59375,1416875.5
229,530000,-901576.5,1135200.5
230,531000,-201604.203125,979517.5625
231,532000,-301215.5,1100212.625
232,533000,-600795.625,800226.25
233,534000,-101445.3984375,1375534.25
234,535000,-201455.796875,1248262.375
235,536000,-702155.875,899743.8125
236,537000,-701226.1875,899744.8125
237,538000,-601265.6875,800135.625
238,539000,-801084.6875,979620.5
239,540000,297483.90625,1099633.625
240,541000,-501284.3125,1024971.75
241,542000,-700645.1875,1187515.0
242,543000,-301465.90625,1100144.625
243,544000,-401685.3125,1427625.125
244,545000,-301115.1875,1100168.625
245,546000,299014.3125,1100617.25
246,547000,-801477.125,979630.0
247,548000,398294.90625,1199786.0
248,549000,-1385.199951171875,1265678.125
249,550000,-300384.59375,1345662.125
250,551000,-101755.1015625,1135310.5
251,552000,298873.59375,1345659.125
252,553000,-100986.0,1375553.125
253,554000,-801656.5,1077324.5
254,555000,499373.5,1565430.125
255,556000,-101986.203125,1135811.375
256,557000,-702057.125,899577.875
257,558000,-301416.3125,1100386.375
258,559000,-901274.625,699726.4375
259,560000,-501726.59375,1024700.5
260,561000,-400835.90625,1199895.125
261,562000,299123.8125,1100186.75
262,563000,-1806.0,1264256.0
263,564000,-601525.875,1113368.0
264,565000,-401326.3125,1200209.75
265,566000,-501547.5,1283375.5
266,567000,-601216.125,800685.625
267,568000,98814.0,1135868.125
268,569000,-1265.699951171875,1264982.625
269,570000,198742.796875,1469927.125
270,571000,-200116.5,1469835.125
271,572000,-301157.0,1345336.25
272,573000,-501625.0,1025247.6875
273,574000,-400847.8125,1199793.0
274,575000,298513.90625,1345136.25
275,576000,599204.625,1356744.625
276,577000,-301515.0,1099812.875
277,578000,299273.5,1552539.5
278,579000,-901705.1875,699903.9375
279,580000,298523.3125,1345706.75
280,581000,-101536.1015625,1136201.0
281,582000,-701586.0,900530.375
282,583000,-1001956.3125,1565.34130859375
283,584000,-201356.59375,1248798.75
284,585000,298953.1875,1552427.875
285,586000,-501805.59375,1283367.5
286,587000,-201777.0,1249467.25
287,588000,-785.7999877929688,1265172.125
288,589000,-301705.6875,1100053.0
289,590000,-101345.703125,1639417.125
290,591000,198403.40625,1468857.125
291,592000,-301737.3125,1345056.75
292,593000,198803.0,1661211.25
293,594000,598824.0,1113964.625
294,595000,-1657.0,1265156.875
295,596000,-1214.4000244140625,1483293.25
296,597000,-101106.8984375,1136098.75
297,598000,-501686.0,1024397.125
298,599000,498142.40625,1500228.625
299,600000,-1001366.625,667.2188720703125
